symbol,gene,logfoldchange,pval_adj,score
,ENSG00000254630,18.591116,1.0,0.009887337
GJA3,ENSG00000121743,18.584463,1.0,0.009887337
,ENSG00000255227,18.573242,1.0,0.009887337
TCP11X2,ENSG00000215029,18.569138,1.0,0.009887337
,ENSG00000288089,18.567009,1.0,0.009887337
,ENSG00000286892,18.561829,1.0,0.009887337
,ENSG00000270522,18.560886,1.0,0.009887337
LINC00347,ENSG00000236678,18.55858,1.0,0.009887337
,ENSG00000233574,18.556889,1.0,0.009887337
CCL19,ENSG00000172724,18.553951,1.0,0.009887337
,ENSG00000251619,18.547182,1.0,0.009887337
KRTAP17-1,ENSG00000186860,18.544188,1.0,0.009887337
,ENSG00000259280,18.54366,1.0,0.009887337
,ENSG00000228799,18.534925,1.0,0.009887337
,ENSG00000286350,18.534895,1.0,0.009887337
,ENSG00000229569,18.526943,1.0,0.009887337
TRAV27,ENSG00000211809,18.524061,1.0,0.009887337
ADH7,ENSG00000196344,18.523445,1.0,0.009887337
,ENSG00000250597,18.521784,1.0,0.009887337
TRAV8-2,ENSG00000211786,18.51916,1.0,0.009887337
,ENSG00000287959,18.517794,1.0,0.009887337
,ENSG00000254545,18.513191,1.0,0.009887337
,ENSG00000257329,18.51075,1.0,0.009887337
SHISA3,ENSG00000178343,18.508095,1.0,0.009887337
LOC105379292,ENSG00000254753,18.507164,1.0,0.009887337
,ENSG00000225350,18.506578,1.0,0.009887337
,ENSG00000240562,18.505575,1.0,0.009887337
,ENSG00000243861,18.500605,1.0,0.009887337
LOC124901872,ENSG00000287747,18.498356,1.0,0.009887337
LINC02138,ENSG00000205015,18.494503,1.0,0.009887337
NEUROG2,ENSG00000178403,18.493343,1.0,0.009887337
,ENSG00000259149,18.490871,1.0,0.009887337
,ENSG00000250103,18.488537,1.0,0.009887337
,ENSG00000287535,18.486166,1.0,0.009887337
,ENSG00000274937,18.483038,1.0,0.009887337
,ENSG00000226363,18.48208,1.0,0.009887337
,ENSG00000246095,18.48024,1.0,0.009887337
,ENSG00000234168,18.479656,1.0,0.009887337
,ENSG00000287845,18.474579,1.0,0.009887337
,ENSG00000286991,18.474203,1.0,0.009887337
OR10K2,ENSG00000180708,18.473598,1.0,0.009887337
AMTN,ENSG00000187689,18.473413,1.0,0.009887337
TFF1,ENSG00000160182,18.472061,1.0,0.009887337
,ENSG00000238250,18.471794,1.0,0.009887337
,ENSG00000250577,18.466415,1.0,0.009887337
,ENSG00000287481,18.463024,1.0,0.009887337
,ENSG00000261435,18.46108,1.0,0.009887337
,ENSG00000235007,18.459017,1.0,0.009887337
,ENSG00000287909,18.454958,1.0,0.009887337
LOC105376975,ENSG00000286352,18.452436,1.0,0.009887337
,ENSG00000261763,18.452278,1.0,0.009887337
FSHB,ENSG00000131808,18.452251,1.0,0.009887337
,ENSG00000233258,18.452024,1.0,0.009887337
,ENSG00000256155,18.450886,1.0,0.009887337
TRAV19,ENSG00000211799,18.449049,1.0,0.009887337
PPP2R2B-IT1,ENSG00000249553,18.447826,1.0,0.009887337
,ENSG00000287473,18.447247,1.0,0.009887337
,ENSG00000259290,18.444,1.0,0.009887337
KRT73,ENSG00000186049,18.440018,1.0,0.009887337
LOC107984322,ENSG00000255375,18.433657,1.0,0.009887337
LINC02017,ENSG00000243572,18.430086,1.0,0.009887337
,ENSG00000274798,18.426407,1.0,0.009887337
TRDJ1,ENSG00000211825,18.425924,1.0,0.009887337
,ENSG00000250164,18.425669,1.0,0.009887337
,ENSG00000187979,18.417458,1.0,0.009887337
LOC101929510,ENSG00000287119,18.415041,1.0,0.009887337
PLA2G2A,ENSG00000188257,18.414858,1.0,0.009887337
,ENSG00000285858,18.41282,1.0,0.009887337
,ENSG00000285654,18.411964,1.0,0.009887337
,ENSG00000267774,18.40075,1.0,0.009887337
,ENSG00000287442,18.398655,1.0,0.009887337
LINC03135,ENSG00000228559,18.398502,1.0,0.009887337
,ENSG00000282143,18.397127,1.0,0.009887337
,ENSG00000287302,18.395664,1.0,0.009887337
F10-AS1,ENSG00000231882,18.394451,1.0,0.009887337
LOC124902473,ENSG00000286359,18.393671,1.0,0.009887337
,ENSG00000272249,18.391682,1.0,0.009887337
,ENSG00000278981,18.389675,1.0,0.009887337
MRPL23-AS1,ENSG00000226416,18.389177,1.0,0.009887337
,ENSG00000229400,18.384382,1.0,0.009887337
,ENSG00000257653,18.378292,1.0,0.009887337
,ENSG00000262950,18.375458,1.0,0.009887337
HTR2A-AS1,ENSG00000224517,18.375044,1.0,0.009887337
,ENSG00000206062,18.374233,1.0,0.009887337
,ENSG00000273180,18.366219,1.0,0.009887337
LOC105376429,ENSG00000236495,18.364138,1.0,0.009887337
,ENSG00000264215,18.363867,1.0,0.009887337
,ENSG00000288001,18.360794,1.0,0.009887337
PCK1,ENSG00000124253,18.340944,1.0,0.009887337
,ENSG00000228917,18.339293,1.0,0.009887337
CCDC88C-DT,ENSG00000258798,18.339182,1.0,0.009887337
,ENSG00000267215,18.323675,1.0,0.009887337
,ENSG00000260834,18.314287,1.0,0.009887337
TAAR2,ENSG00000146378,18.311972,1.0,0.009887337
LAD1,ENSG00000159166,18.311249,1.0,0.009887337
OR2T2,ENSG00000196240,18.310677,1.0,0.009887337
DGAT2-DT,ENSG00000247867,18.30665,1.0,0.009887337
OR8H1,ENSG00000181693,18.303658,1.0,0.009887337
CYP2A7,ENSG00000198077,18.300987,1.0,0.009887337
PAX4,ENSG00000106331,18.296148,1.0,0.009887337
,ENSG00000286468,18.29151,1.0,0.009887337
CCDC182,ENSG00000166329,18.290308,1.0,0.009887337
TBX22,ENSG00000122145,18.27838,1.0,0.009887337
UCN3,ENSG00000178473,18.274029,1.0,0.009887337
,ENSG00000266441,18.27321,1.0,0.009887337
,ENSG00000272554,18.262575,1.0,0.009887337
FGF3,ENSG00000186895,18.261591,1.0,0.009887337
,ENSG00000236889,18.261114,1.0,0.009887337
,ENSG00000273355,18.251806,1.0,0.009887337
SEMA5A-AS1,ENSG00000251370,18.250584,1.0,0.009887337
,ENSG00000236800,18.239626,1.0,0.009887337
DES,ENSG00000175084,18.223701,1.0,0.009887337
,ENSG00000254219,18.196703,1.0,0.009887337
,ENSG00000286170,18.17129,1.0,0.009887337
,ENSG00000286668,18.137697,1.0,0.009887337
,ENSG00000225337,17.947643,1.0,0.009887337
,ENSG00000248482,17.843067,1.0,0.0049436684
,ENSG00000285562,17.804007,1.0,0.0049436684
CD177,ENSG00000204936,17.800926,1.0,0.0049436684
,ENSG00000203364,17.795576,1.0,0.0049436684
RNF151,ENSG00000179580,17.787895,1.0,0.0049436684
LOC105373373,ENSG00000273877,17.78123,1.0,0.0049436684
,ENSG00000271715,17.772419,1.0,0.0049436684
UGT2B10,ENSG00000109181,17.761724,1.0,0.0049436684
LOC101927908,ENSG00000253469,17.758135,1.0,0.0049436684
OR4K13,ENSG00000176253,17.746595,1.0,0.0049436684
LINC02991,ENSG00000196758,17.738522,1.0,0.0049436684
FCAMR,ENSG00000162897,17.734877,1.0,0.0049436684
PABPC4L,ENSG00000254535,17.729383,1.0,0.0049436684
,ENSG00000237453,17.72118,1.0,0.0049436684
,ENSG00000286617,17.68939,1.0,0.0049436684
,ENSG00000276487,17.689371,1.0,0.0049436684
LINC02104,ENSG00000271334,17.67464,1.0,0.0049436684
CHRM3-AS1,ENSG00000234601,17.673052,1.0,0.0049436684
FABP12,ENSG00000197416,17.666672,1.0,0.0049436684
,ENSG00000253755,17.664541,1.0,0.0049436684
,ENSG00000269543,17.654657,1.0,0.0049436684
,ENSG00000260650,17.650524,1.0,0.0049436684
,ENSG00000269371,17.649809,1.0,0.0049436684
,ENSG00000287652,17.642479,1.0,0.0049436684
,ENSG00000232835,17.633028,1.0,0.0049436684
,ENSG00000255216,17.626085,1.0,0.0049436684
TPSAB1,ENSG00000172236,17.617601,1.0,0.0049436684
,ENSG00000236226,17.615555,1.0,0.0049436684
FAM138C,ENSG00000218839,17.615124,1.0,0.0049436684
,ENSG00000259731,17.614298,1.0,0.0049436684
LINC01615,ENSG00000223485,17.612347,1.0,0.0049436684
IFNL1,ENSG00000182393,17.609539,1.0,0.0049436684
ARID3C,ENSG00000205143,17.60819,1.0,0.0049436684
,ENSG00000250313,17.60666,1.0,0.0049436684
,ENSG00000286709,17.584894,1.0,0.0049436684
,ENSG00000236389,17.583008,1.0,0.0049436684
LINC02683,ENSG00000254438,17.56891,1.0,0.0049436684
,ENSG00000266968,17.5632,1.0,0.0049436684
HOXC-AS1,ENSG00000250451,17.558306,1.0,0.0049436684
DEFB136,ENSG00000205884,17.550869,1.0,0.0049436684
NR0B2,ENSG00000131910,17.548822,1.0,0.0049436684
,ENSG00000256721,17.546993,1.0,0.0049436684
LINC00682,ENSG00000245870,17.545877,1.0,0.0049436684
TRBJ1-1,ENSG00000282320,17.544413,1.0,0.0049436684
,ENSG00000225255,17.537363,1.0,0.0049436684
,ENSG00000258253,17.532976,1.0,0.0049436684
,ENSG00000268605,17.530174,1.0,0.0049436684
,ENSG00000286518,17.528284,1.0,0.0049436684
,ENSG00000273906,17.527374,1.0,0.0049436684
,ENSG00000225632,17.51928,1.0,0.0049436684
TRAJ16,ENSG00000211873,17.517353,1.0,0.0049436684
LOC112268234,ENSG00000287103,17.513853,1.0,0.0049436684
HOXB13,ENSG00000159184,17.512777,1.0,0.0049436684
LINC01741,ENSG00000236720,17.511696,1.0,0.0049436684
,ENSG00000236601,17.510225,1.0,0.0049436684
,ENSG00000262714,17.510126,1.0,0.0049436684
LINC02722,ENSG00000254508,17.508343,1.0,0.0049436684
,ENSG00000260416,17.506634,1.0,0.0049436684
,ENSG00000285361,17.503944,1.0,0.0049436684
,ENSG00000260568,17.501583,1.0,0.0049436684
,ENSG00000285715,17.498589,1.0,0.0049436684
,ENSG00000277223,17.498238,1.0,0.0049436684
IGLV7-46,ENSG00000211649,17.495895,1.0,0.0049436684
,ENSG00000258945,17.493834,1.0,0.0049436684
,ENSG00000261707,17.486095,1.0,0.0049436684
,ENSG00000248597,17.484863,1.0,0.0049436684
,ENSG00000286232,17.479301,1.0,0.0049436684
,ENSG00000237076,17.476128,1.0,0.0049436684
LOC107985213,ENSG00000236656,17.473648,1.0,0.0049436684
,ENSG00000250106,17.46602,1.0,0.0049436684
,ENSG00000285623,17.463495,1.0,0.0049436684
DEFB131A,ENSG00000186146,17.4502,1.0,0.0049436684
LOC101927712,ENSG00000287575,17.441666,1.0,0.0049436684
,ENSG00000280455,17.428244,1.0,0.0049436684
,ENSG00000283033,17.427076,1.0,0.0049436684
,ENSG00000286789,17.42682,1.0,0.0049436684
SIX1,ENSG00000126778,17.424124,1.0,0.0049436684
TRAJ51,ENSG00000248366,17.42095,1.0,0.0049436684
,ENSG00000268316,17.420502,1.0,0.0049436684
,ENSG00000251527,17.41425,1.0,0.0049436684
,ENSG00000285611,17.403677,1.0,0.0049436684
,ENSG00000257830,17.385788,1.0,0.0049436684
,ENSG00000226047,17.385757,1.0,0.0049436684
LOC124901437,ENSG00000226193,17.383621,1.0,0.0049436684
OR2J1,ENSG00000204702,17.377375,1.0,0.0049436684
,ENSG00000237271,17.377176,1.0,0.0049436684
SLC35G3,ENSG00000164729,17.365904,1.0,0.0049436684
CCDC201,ENSG00000283247,17.364082,1.0,0.0049436684
,ENSG00000273394,17.355236,1.0,0.0049436684
SERPINA12,ENSG00000165953,17.350462,1.0,0.0049436684
PYDC2,ENSG00000253548,17.350138,1.0,0.0049436684
PAX9,ENSG00000198807,17.347212,1.0,0.0049436684
PLCE1-AS1,ENSG00000268894,17.339058,1.0,0.0049436684
LINC02735,ENSG00000255433,17.316742,1.0,0.0049436684
,ENSG00000250529,17.315706,1.0,0.0049436684
NEUROD4,ENSG00000123307,17.31107,1.0,0.0049436684
LINC00838,ENSG00000261683,17.309353,1.0,0.0049436684
PCDHA2,ENSG00000204969,17.305346,1.0,0.0049436684
,ENSG00000237874,17.30272,1.0,0.0049436684
KCND3-AS1,ENSG00000237556,17.298801,1.0,0.0049436684
OR6K3,ENSG00000203757,17.291927,1.0,0.0049436684
,ENSG00000254201,17.284653,1.0,0.0049436684
LOC101929494,ENSG00000276170,17.266802,1.0,0.0049436684
PCGEM1,ENSG00000227418,17.264238,1.0,0.0049436684
LINC01774,ENSG00000236950,17.25866,1.0,0.0049436684
PRPH,ENSG00000135406,17.248983,1.0,0.0049436684
LOC124906002,ENSG00000253515,17.240658,1.0,0.0049436684
CALHM3,ENSG00000183128,17.237392,1.0,0.0049436684
,ENSG00000287661,17.221052,1.0,0.0049436684
,ENSG00000260620,17.214458,1.0,0.0049436684
NPY4R,ENSG00000204174,17.207518,1.0,0.0049436684
LOC101929178,ENSG00000273406,17.18165,1.0,0.0049436684
,ENSG00000234556,17.179111,1.0,0.0049436684
FRMD1,ENSG00000153303,17.154322,1.0,0.0049436684
,ENSG00000236556,17.150513,1.0,0.0049436684
SMIM21,ENSG00000206026,17.137758,1.0,0.0049436684
LINC02013,ENSG00000228730,17.10176,1.0,0.0049436684
LOC105371509,ENSG00000285593,17.096748,1.0,0.0049436684
DEFB125,ENSG00000178591,17.089682,1.0,0.0049436684
,ENSG00000253380,17.081526,1.0,0.0049436684
,ENSG00000230260,17.03066,1.0,0.0049436684
LOC105370781,ENSG00000259278,16.995403,1.0,0.0049436684
,ENSG00000227960,16.994926,1.0,0.0049436684
NKX6-1,ENSG00000163623,16.983923,1.0,0.0049436684
,ENSG00000269446,16.781446,1.0,0.0049436684
,ENSG00000249605,16.676449,1.0,0.0049436684
,ENSG00000251471,3.7257626,1.0,0.07398464
PPP1R17,ENSG00000106341,1.8184987,1.0,0.06900787
,ENSG00000240535,1.8170156,1.0,0.044310372
,ENSG00000230065,1.7404274,1.0,-0.00018877385
,ENSG00000266765,1.6871792,1.0,0.03936793
PLEKHN1,ENSG00000187583,1.6621304,1.0,0.039365478
LINC01794,ENSG00000233128,1.5805366,1.0,0.06899807
,ENSG00000241168,1.5388105,1.0,0.12313816
LOC105377267,ENSG00000250696,1.5295689,1.0,0.034418132
LINC02958,ENSG00000265752,1.5289679,1.0,0.034423035
,ENSG00000288006,1.5060564,1.0,0.05417564
LOC105379388,ENSG00000253354,1.49893,1.0,0.059115633
LOC105377043,ENSG00000231873,1.4326936,1.0,0.18700379
NAV2-AS3,ENSG00000254542,1.4182553,1.0,0.09843943
OTOS,ENSG00000178602,1.3594913,1.0,0.039350767
,ENSG00000241324,1.3500154,1.0,0.024535697
KISS1,ENSG00000170498,1.2393708,1.0,0.029470785
TRGV5,ENSG00000211697,1.2128446,1.0,0.039350767
,ENSG00000286050,1.1781427,1.0,0.23087287
,ENSG00000258854,1.1591676,1.0,0.019590802
,ENSG00000276663,1.1496694,1.0,0.02931143
EOMES,ENSG00000163508,1.1175299,1.0,0.16202557
,ENSG00000286754,1.1054952,1.0,0.0097010145
,ENSG00000251438,1.0740583,1.0,0.18163477
LOC105374588,ENSG00000226087,1.0695531,1.0,0.0195859
LINC02128,ENSG00000261241,1.0648082,1.0,0.03934096
PZP,ENSG00000126838,1.0561137,1.0,0.2797898
PRR27,ENSG00000187533,1.0536724,1.0,0.029460978
ZNF114-AS1,ENSG00000268186,1.0142993,1.0,0.0442834
,ENSG00000259937,1.0130178,1.0,0.0047561205
LOC105370586,ENSG00000258419,0.9807525,1.0,0.06878233
,ENSG00000255179,0.9155335,1.0,-0.010078562
,ENSG00000287970,0.9011341,1.0,0.04410321
,ENSG00000259786,0.90098375,1.0,0.3379591
,ENSG00000287459,0.896617,1.0,0.014641006
KRT18,ENSG00000111057,0.89526576,1.0,0.014645909
LINC02386,ENSG00000257756,0.8819438,1.0,0.024518536
IGHA1,ENSG00000211895,0.88144636,1.0,0.03422323
,ENSG00000260673,0.8777939,1.0,0.0097010145
CCL3-AS1,ENSG00000277089,0.84151787,1.0,0.13706453
LINC02433,ENSG00000234111,0.82807064,1.0,0.024516085
,ENSG00000268601,0.8271829,1.0,0.0097010145
G0S2,ENSG00000123689,0.8147217,1.0,0.13698852
